#SGD	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau 9	diau 11	diau 13	diau 15	diau 17	diau 19	diau 21
S000003177	-0.01	-0.4	-0.06	-0.1	-0.01	-0.01	0.03	-0.01	-0.1	-0.29	-0.2	-0.23	-0.15	-0.38	-0.01	-0.23	0.12	-0.18	-0.32	-0.62	-0.54	-0.64	-0.45	-0.6	-0.64	-0.23	0.04	-0.14	-0.42	0.2	0.11	-0.25	0.95	0.96	0.28	0.8	1.01	1.04	0.75	0.36	0.41	0.79	0.95	0.32	-0.01	-0.01	0.06	-0.03	-0.47	-0.62	-0.64	-0.45	-0.47	0.19	-0.04	-0.03	-0.54	-0.56	-0.07	0.01	0.06	-0.15	0.32	-0.45	-0.6	-0.89	-0.2	-0.1	0.1	0.11	0.62	-0.03	0.19	-0.06	-0.64	-0.71	-0.49	-0.56	-0.64
S000004106	-0.29	0.16	-0.1	0.49	-0.29		-0.49	-0.27	-0.34		-0.06	0.33	0.06	-0.27	-0.42	-0.18	-0.27	-0.06	0.24	0.19	-0.3	0.07	0.18	0.38	0.31	0.37	0.34	0.33	0.23	0.11	0.12	0.46	1.09	0.57	0.19	0.55	0.42	0.37	0.41	0.26	0.14	0.39	0.16	-0.15	0.1	-0.12	-0.04	-0.07	-0.69	-0.64	-1	-0.64	-0.54	-0.4	0.1	-0.03	-0.71	-0.51	-0.2	0.04	0.01	0.26	0.15	0.71	-0.14	-0.97	-0.07	-0.09	-0.17	-0.17	0.11	0.68	0.2	-0.15	-0.32	-0.36	-0.51	-0.3	-0.36
S000004478	0.44	0.4	-0.34	-0.07	-0.04	0.01	0.14	-0.01	-0.04	-0.38	-0.32	-0.32	-0.3	-0.03	-0.06	-0.2	0.37	0.11	-0.43	-0.15	0.33	0.49		-0.01	0.3	-0.1	-0.17	-0.14	0.42	0.31	-0.1	-0.18	0.36	0.15	0.65	0.37	0.29	0.14	0.07	0.15	-0.03	0.14	0.04	0.37	-0.03	-0.14	-0.1	-0.34	-0.29	-0.27	-0.27	-0.17	-0.27	-0.22	-0.29	-0.67	-0.29	-0.43	-0.56	-0.51	0.16	-0.12	0.2	0.57	-0.27	-0.38	-0.49	-0.15	-0.17	0.26	0.44	0.63	-0.03	0.01	-0.1	-0.34	-0.17	-0.67	-0.74
S000004213	0.12	2.38	-0.15	-0.42	-0.14	-0.17	-0.09		0.04	-0.15	-0.3	-1.09	-0.07	-0.43	-0.34	0.03	-0.38	-0.06	-0.69	-0.27	-0.22	0.21	0.16	0.19	-0.3	-0.58	-0.43	-0.23	-0.25	-0.42	-0.32	-0.6	1.21	0.78	0.32	-0.32	-0.49	-0.47	-2.32	-0.18	0.19	-0.25	-0.62	-0.32	-0.1	-0.42	-0.43	-0.2	-0.43	0.31	-0.69	-0.54	-0.32	-1	-0.81	-0.32	-1.6	-1.18	0.08	-1.15	-0.2	0.32	-0.03	0.37	-0.58	-0.81	-0.76	-0.42	-0.23	0.57	0.36	1.49	0.08	-0.27	-0.47	-0.47	-0.69	-1.15	-1.43
S000003653	0.04	0.11	0.07	0.12	-0.04	0.18	0.25	0.39	0.52	0.11	0.43	0.1	0.18	-0.22	0.01	-0.22	-0.17	-0.09	-0.09	0.21	0.36	0.58	0.34	0.3	0.18	-0.09	-0.27	-0.17	0.04	-0.25	-0.36	-0.12	0.08	0.3	-0.03	0.08	0.03	0.29	0.4	0.25	0.08	0.14	0.14	-0.14	-0.09	-0.34	-0.23	-0.06	0.08	-0.25	0.36	0.39	0.54	0.59	0.48	0.52	-0.06	-0.86	-0.22	-0.47		-0.15	-0.09	0.07		-0.62	-0.43	-0.34	0.07	0.12	0.32	1.1	0.43	0.38	0.33	-0.67	-0.47	-0.14	-0.89
S000000854	0.43	0.6	0.7	0.52	0.37	0.46	0.08	0.43	0.21	-0.07	0.33	0.31	0.32	0.26	0.1	0.4	0.2	0.34	-0.47	-0.09	0.62	0.93	0.63	0.38	0.36	-0.18	-0.22	0.03	0.19	-0.29	-0.3	-0.1	-0.36	-0.58	-0.67	0.1	-0.36	-0.34	-0.06		-0.29	-0.07	-0.17	-0.34	0.07	-0.03	0.01	0.01	0.62	-0.32	-0.49	0.1	0.44	0.66	-0.45	0.21	-1.47	-2.56	0.14	-0.36	-0.09	-0.18	-0.2	-0.09	0.11	-0.76	-1.56	-0.34	0.41	0.45	0.38	1.33	0.48	0.28	0.7	-0.18	-0.64	-1.25	-1.43
S000004714	0.53	0.12	0.66	0.37	0.57	-0.01	0.42	0.44	0.5	0.16	0.48	0.08	0.26	0.16	0.59	0.16	0.53	-0.15	-0.76	-0.32	-0.1	0.14	0.83	0.33	0.32	0.46	0.1	0.2	-0.18	-0.06	-0.47	0.12	-0.17	-0.51	-0.42	-0.32	-0.29	-0.3	-0.29	-0.36	-0.15	0.15	0.14	-0.84	-0.01	-0.1	-0.01	-0.43	1.34	0.14	-0.42	-0.12	0.51	1.33	-0.84	0.3	-1.51	-2.94	0.08	-0.6	-0.45	-0.23	0.14	1.19	-0.64	-1.12	-1.06	-0.94	0.58	0.2	0.84	0.94	0.25	0.06	-0.3	-1	-1.09	-1.64	-1.15
S000000875	-0.01		0.01	0.06	0.04		-0.12	-0.23	0.15	-0.38	0.58	0.08	0.25	0.01	0.11	0.28	-0.32	-0.04	-0.86		0.44	0.56	0.16	0.41	0.12	-0.22	0.08	0.36	0.04	-0.04	0.14	-0.07	-0.38	0.42	-0.62	-1.43	-1	-0.12	-0.18	0.68	0.06	-1.18	-0.69	-0.14	-1.03		-0.86	0.15	0.53	-0.01	-0.51	0.23	0.58	0.52	-0.56	0.34	-0.89	-1.51	0.11	0.12	-0.43	0.04	0.07	-0.43	-0.43	-0.79	-0.79	-0.62	-0.12	0.03	1.33	0.21	0.15	0.01	0.07	-0.67	-0.64	-0.49	-0.84
S000000893	-0.32	0.73	0.26	-0.51	-0.97	0.62	0.7	0.78	0.31	-0.17	-0.04	-0.17	-0.45	-0.49	-0.06	0.57	-0.12	0.04	-0.86	1.61	0.2	0.64	-0.23	-0.42	-0.49	-0.2	0.03	0.45	0.07	0.16	0.44	0.3	-0.4	-0.64	-0.18	1.02	-0.43	-1.36	0.14	0.86	0.87	-0.27	-0.67	0.12	0.61	0.48	0.32	0.16	1.04	0.24	-1.18	-0.36	0.6	0.86	-1.51	-0.2	-0.42	-3.06	0.45	-0.6	0.43	1.25	0.77	1	-2.94	-3.18	-1.47	0.11	0.07	0.93	2.14	1.87	0.23	0.33	0.5	-0.1	-0.4	-0.51	-0.45
S000001930	-1.18	-0.84	-0.12	-0.51	-0.2	0.33	0.21	0.07	0.06	-0.27	-0.18	-0.29	-0.29	-0.22	0.36	-0.15	0.2	0.06	0.3	-0.14	-0.29	0.39	0.08	-0.69	-0.07		0.08	-0.47	-0.27	-0.27	-0.17	-0.22	-0.58	-0.18	0.14	-0.14	-0.27	-0.51	-0.06	-0.03	-0.27	-0.45	-0.27	-1	0.03	-0.29	-0.22	-0.51	-0.3	-0.22	-0.12	0.04	-0.01	-0.3	0.2	-0.04	-0.97	-1.18	-0.51	-0.3	-0.2	0.77	0.86	0.62	-0.56	-1.15	-1.03	-0.32	0.46	0.59	0.52	0.29	-0.12	-0.15	-0.01	-0.4	-0.45	-0.54	-0.81
S000005829	0.2	0.82	0.84	0.32	0.59	-0.17	0.53	0.45	0.41	-0.14	0.2	-0.47	-0.03	-0.23	0.45	0.03	0.49	0.01	-1.89	-1.6	0.07	0.6	0.52	-0.09	-0.2	-0.42	-0.51	-0.58	-1.15	-0.3	0.28	0.34	-0.32	-0.43	-0.56	-0.64	-0.94	-0.43	-0.4	0.16	-0.4	-0.58	-0.38	0.08	-0.74	-0.51	-0.84	-0.29	-0.3	-0.69	-1.12	-0.89	-0.94	0.56	-0.79	-0.69	-2	-2.64	-0.42	0.19	-0.67	0.19	1.07	0.48	-0.3	-1.69	-0.67	-0.36	-0.2	-0.51	0.81	1.03	0.15	0.24		-0.86	-1.18	-0.36	0.96
S000004645	0.28	-0.06	0.07	0.29	0.07	0.03	0.07	0.2	0.12	-0.2	-0.03	-0.32	-0.12	-0.36	-0.3	0.04	-0.07	-0.09	-0.15	-0.25	0.12	0.07	0.23	0.11	0.07	-0.12	-0.09	-0.1	-0.09	-0.64	-0.01	-0.1	0.28	-0.15	-0.36	0.19	0.32	0.37	-0.58	-0.47	-0.3	0.16	-0.06	-0.14	-0.51	-0.56	-0.58	-0.01	0.03	-0.43	-0.2	0.07	-0.51	-0.29	-0.07	0.04	-0.23	-1.22		-0.15	-0.15	0.18	0.2	0.1	-0.42	-1.12	-0.23	-0.51	-0.04	0.28	-0.27	0.24	-0.25	-0.38	-0.1	-0.15	-0.17	-0.25	-0.12
S000005979	0.86	0.49	0.66	0.23	0.62	-0.1	0.44	0.21		0.19	0.11	0.45	0.21	0.1	0.5	0.14	0.03	0.54	-0.17	-0.67	0.57	-0.32	-0.22	-0.47	-0.3	-0.79	-0.1	-1.25	-0.74	-0.84	-1.25	-0.4	0.33	0.29	-0.01	0.25	0.34	0.26	-0.09	-0.32	-0.04	-0.12	-0.69	-0.2	-0.38	-0.4	-0.36	-0.69	-0.74	-0.74	-0.32	-0.3	-0.56	-0.4	-0.12	-0.69	-0.62	-0.3	-0.27	-0.54	-0.54	0.43	-0.03	0.37	-0.74	-0.25	-0.36	0.11	0.64	-0.58	0.36	0.37	-0.23	-0.38	-0.27	-0.1		-0.86	-0.81
S000004334	-0.03	-0.22	0.2	0.57	0.83	0.37	0.59	-0.38	0.07	-0.58	-0.22	0.11	0.16	0.55	0.6	1.03	0.43	-0.22	-0.84	-1.06	-1.32	-0.74	-0.32	0.04	0.26	0.06	0.21	0.23	-0.4	-0.18	-0.62	-0.07	0.7	0.52	0.94	1.32	0.69	-0.12	0.3	0.66	1.09	0.34	-0.42	-1.32	-0.04	-0.12	-0.12	-0.23	-0.64	-0.47	-0.56	-0.49	-0.3	-0.38	-0.47	-0.4	-1.29	-1.69	0.2	-0.79	-1.15	0.6	0.06	0.9	-1.89	-0.97	-0.18	-0.29	0.57	-0.89	0.61	0.6	0.07	0.41	0.49	0.46	0.2	-1.18	-1.25
S000000534	0.14	-0.18	0.14	0.06	0.01	0.04	0.14	0.31	0.04	0.38	0.51	-0.3	0.77	-0.32	-0.15		0.19	0.15	0.32	0.08	0.15	0.51	0.49	0.29	0.14	-0.12	-0.18	-0.09	-0.12	-0.32	-0.27	0.01	-0.15	0.08	0.65	-0.23	-0.36	-0.01	-0.42	0.07	-0.12	-0.4	-0.4	0.43	-0.38	-0.3	-0.32	0.08	-0.07	-0.32	-0.47	-0.47	-0.49	0.18	-0.01		0.21	-0.38	0.07	-0.6	0.1	0.19	-0.47	0.49	-0.67	-0.38	-0.62	-0.49	0.23	0.3	0.24	1.35	-0.18	1.13	-0.07	-0.22	-0.45	-0.51	-0.71
S000002981	-0.23	-0.42	-0.27	-0.23		0.23	0.15	0.31	0.44	-0.12	0.28	-0.04	-0.1	-0.09	0.2	0.52	-0.3	0.11	-0.23	0.06	-0.14		-0.12	-0.03	0.14	0.03	-0.14	0.01		0.16	0.06	-0.09	-0.47	-0.47	-0.43	-0.6	-0.43	-0.47	-0.81	-1.79	-2.56	-0.89	-0.84	0.52	-0.4	-0.71	-0.92	0.01	-0.12	-0.14	-0.64	-0.56	-0.56	-0.29	-0.27	-0.69	0.62	0.72	0.31	-0.14	0.2	1	0.32	0.94	-0.4	-0.58	-0.15	-0.43	0.46	0.14	0.1		0.19	0.31	0.03	-0.54	-0.76	-0.42	-0.36
S000002851	0.14	-0.1	0.15	-0.14		-0.2	0.38	-0.07	0.1	0.03	0.32	-0.25	0.01	-0.54	0.16	0.2	0.07	-0.23	-0.58	-0.49	-0.29	-0.34	-0.32	-0.36	-0.22	-0.25	0.12	0.06	-0.1	0.23	0.04	-0.2	-0.18	-0.12	-0.09	-0.06	0.21	0.15	-0.1	-0.15	-0.06	-0.14	-0.29	0.15	-0.23	-0.45	-0.42	-0.32	-0.12	0.07	-0.42	-0.27	-0.27	0.2	-0.29	-0.56	-0.01	0.16	-0.1	-0.12	-0.23	0.73	0.26	0.87	-0.3	-0.29		-0.49	0.38	-0.04	0.59	-0.3	-0.15	-0.03	-0.22	-0.27	-0.42	-0.23	-0.3
S000000402	-0.25	-0.84	-0.18	-0.43	-0.06	0.42	-0.03	0.53	-0.04	-0.06	0.16	0.25	-0.23	-0.43	0.29	0.19	0.19	0.52	0.14	-0.34	-0.42	0.04	-0.42	-0.67	-0.38	-0.14	-0.06	-0.23	-0.62	-0.2	-0.2	-0.42	0.15	0.04	-0.29	-0.01	-0.04	-0.09	-0.06	-0.18	-0.15	-0.17	-0.29	-0.03	-0.06	-0.34	-0.38	-0.25	-0.18	0.15	-0.17	-0.25	-0.15	-0.32	-0.03	-0.36	-0.09	0.14	0.31	0.3	0.1	0.7	0.38	0.69	-0.25	-0.74	-0.09	-0.18	0.1	-0.09	0.19	0.53	0.26	0.21	0.08	-0.22	-0.18	-0.01	-0.6
S000004999	-0.14	-0.29	-0.01	-0.32	-0.23	-0.04	0.03	0.07	-0.06	-0.22	-0.29	-0.22	-0.17	-0.27	-0.17	-0.4	-0.23	-0.18	0.23	0.12	0.21	-0.22	-0.22	-0.03	0.48	0.16	-0.25	-0.06	0.14	-0.04	-0.51	-0.14	-0.06	-0.04	-0.23	-0.01	0.06	0.14	-0.22	-0.69	-0.43	-0.01	-0.71	-0.14	-0.06	-0.54	-0.27	-0.2	-0.15	-0.06		-0.25	-0.23	-0.18	-0.04	-0.27	-0.1	-0.32	-0.09	0.18	-0.14	0.6	0.41	1.08	-0.64	-0.12	-0.43	0.3	-0.34	0.24	0.77	0.61	0.14	0.08	0.04	-0.1	-0.34	-0.27	-0.09
S000000601	0.12	-0.23		-0.12	-0.07	0.1	0.29	0.38	0.1	-0.06	-0.17	-0.06	-0.03	0.12	-0.01		0.2	0.03	0.89	-0.47	-0.29	0.42	0.29	0.24	0.21	0.12	-0.42	0.33	0.18	-0.12	-0.4	-0.15	0.07	-0.18	-0.04		0.12	-0.22	-0.25	-0.4	-0.06	-0.2	-0.14	-0.81	-0.6	-0.4	-0.67	-0.06	-0.54	-2	-0.76	-0.42	-0.4	-0.3	-0.81	-0.29	-0.22	-0.3	0.14	0.79	0.68	0.12	0.56	0.72	-0.71	-0.81	-0.17	-0.42	0.42	0.1	0.69	0.95	0.21	0.34	0.3	-0.07	-0.12	0.07	-0.22
S000005624	-0.06	-0.49	-0.6		-0.4	-0.71	-0.07	-0.38	0.08	-0.23	-0.1	-0.25	-0.04	1.44	0.01	-0.29	-0.27	-0.29	-1.32	-0.09	-0.04	0.12	0.18	-0.47	0.25	0.15	0.24	0.44	0.08	0.25	-0.1	0.37	-0.25	0.25		-0.81	-0.14	-0.38	-0.47	0.45	0.74	-0.94	-0.43	-0.09	-0.81	-0.92	-0.84	-0.4	-0.42	-0.22	-0.56	-0.6	-0.36	-0.38	-0.29	-0.58	-0.2	0.29	-0.14	-0.27	-0.06	0.96	0.03	-0.4	-0.79	-0.14	-0.49	-0.54	0.1	0.19	0.12	1.12	0.11	-0.23	-0.2	-0.56	-0.94	-0.36	-0.36
S000005294	-0.36	0.4	-0.17	-0.25	0.03	-0.17	0.21	-0.01	-0.04	-0.27	-0.18	-0.23	0.11	-0.36	0.04	0.04	-0.3	-0.03	-0.84	-0.22	-0.4	-0.06	-0.01	-0.2	-0.12	0.07	-0.14	0.23	-0.23	-0.14	-0.62	-0.06	-0.79	0.12	-0.36	-0.03	-0.38	-0.32	-0.43	0.08	-0.04	-0.25	-0.81	0.1	-0.56	-0.36	-0.49	-0.43	-0.43	-0.3	-0.03	-0.1	0.1	-0.43	0.03	0.1	-0.27	-0.07	0.25	-0.09	0.37	0.57	0.23	0.25	-0.47	-0.29	-0.47	-0.36	-0.04	0.48	-0.2	1.52	-0.04	-0.27	-0.04	-0.43	-0.51	-0.89	-0.58
S000006111	-0.14	-0.01	-0.36	0.06	-0.14	0.15	0.23	0.25	0.08	0.08	-0.36	-0.06	-0.09	-0.14	-0.18	0.06	0.03	0.15	0.37	0.36	-0.15	-0.15	0.23	0.11	0.43	0.23	0.3	0.16	-0.09	0.23	0.54	0.12	-0.23	-0.12	-0.07	0.67	-0.29	-0.79	-0.01	0.44	-0.09	-0.42	-0.71	0.24	-0.76	-0.54	-0.69	-0.32	-0.22	-0.12	-0.22	-0.45	-0.18	-0.32	-0.14	0.15	0.4	0.36	0.06	0.43	-0.01	0.66	0.52	0.19	-0.49	-0.45	-0.07	-0.45		-0.32	0.49	1.34	0.01	-0.15	-0.01	-0.49	-0.49	-0.3	-0.69
S000004896	0.23	-0.14	0.24	0.07	0.08	-0.18	0.06	0.24	0.33	0.08	0.07	-0.14	-0.12	-0.25	-0.01	-0.04	-0.6	-0.12	-0.25	-0.58	-0.34	0.24	0.11	-0.15	-0.04	-0.06	-0.34	-0.47	-0.42	-0.38	-0.34	-0.45	0.39	0.1	-0.04	-0.36	-0.56	-0.1	-0.45	-0.36	-0.51	0.1	-0.22	0.23	-0.6	-0.29	-0.25	-0.15	-0.4	-0.09	-0.36	-0.58	-1.06	-0.86	-0.54	-0.92	0.26	0.7	0.2	-0.27	0.04	-0.4	-0.34	0.26	-0.14	-0.17	-0.36	-0.42	0.01	0.9	0.26	0.52	0.08	-0.04	0.36	-0.09	-0.22	0.39	-0.07
S000005697	-0.17	-0.17	-0.54	-0.06	-0.14		0.18	0.23	0.25	-0.14	-0.06	-0.14	-0.09	-0.36	-0.14	-0.04	0.18	0.03	0.44	-0.15	-0.06	-0.09	0.18	-0.17	-0.38	-0.36	-0.15	-0.09	0.06	-0.14	-0.34	-0.38	0.34	0.29	0.07	0.32	0.18	0.24	0.03	-0.09	-0.09	0.14		-0.23	0.01	-0.3	-0.17	-0.09	-0.49	-0.23	-0.3	-0.47	-0.43	-0.58	-0.1	-0.34	-0.51	-0.25	-0.3	-0.3	0.12	-0.4	-0.4	0.3	-0.2	-0.27	-0.42	-0.38	0.01	0.54	0.57	0.63	0.12	0.21	0.37	-0.14	0.03	0.7	0.46
S000003617	-0.14	-0.3	0.2	0.04	0.38	-0.27	0.26	-0.06	-0.01	-0.2	0.66	-0.12	-0.15	-0.12	0.08	-0.09	0.11	-0.25	0.67	-0.38	-0.1	0.12	0.3	-0.36	-0.12	0.03	-0.36	-0.34	-0.06	-0.34	-0.56	-0.27	-0.1	-0.06	0.03	-0.23	-0.2	-0.23	-0.23	-0.36	-0.07	-0.14	-0.25	0.31	0.04	-0.17		-0.42	-0.09	-0.14	-0.34	-0.67	-0.76	0.04	-0.34	-0.64	0.04	-0.06	-0.22	-0.58	-0.51	-0.3	-0.36	0.06	-0.07	-0.32	-0.14	-0.25	0.15	0.38	0.59	0.42	-0.06	0.26	0.53	-0.06	0.06	0.41	0.21
S000006060	-0.03	-0.03	-0.14	-0.29	-0.01	0.2	0.14	0.07	0.07		-0.38	-0.27	-0.09	0.01	-0.14	-0.09	0.1	-0.1	0.18	-0.58	-0.2	-0.23	0.08	-0.09	-0.03	0.14	-0.27	-0.1	-0.12	-0.29	-0.38	-0.2	-0.94	-0.17	-0.18	0.06	-0.14	-0.12	-0.36	-0.27	-0.29	-0.14	-1.03	-0.38	-0.14	-0.18	0.06	-0.25	0.01	-0.14	-0.86	-0.86	-0.62	-0.07	-0.45	-0.3	0.07	-0.18	0.2	-0.17	-0.01	-0.56	-0.4	0.39	-0.09	0.28	-0.6	-0.29	0.28	0.51	0.65	0.66	0.11	0.07	0.39	-0.1	-0.22	0.08	0.07
S000001777	-0.18	0.07	-0.38	-0.81	-0.04	-0.03	0.59	-0.07	-0.04	-0.07	-0.3	-0.36	-0.25	-0.49	-0.15	-0.04	-0.18	-0.25	-0.43	-0.84	-0.69	-0.27	-0.29	-0.27	-0.3	-0.03	-0.18	0.06	-0.4	-0.09	-0.36	-0.04	-0.45	-0.58	0.2	0.36	-0.22	-0.38	-0.22	0.41	0.26	-0.36	-0.47	0.04	-0.07	-0.18	-0.14	-0.32	0.29	-0.04	0.44	0.34	0.01	0.06	-0.23	0.04	-0.71	0.59	-0.12	0.15	0.18	0.34	0.04	0.3	-0.6	-0.58	-0.84	-0.42	-0.07	0.84	0.64	0.25	-0.34	-0.04	0.01	-0.23	-0.43	0.59	-0.06
S000000001	-0.38	-0.38	-0.43	-0.06	-0.64	-0.67	-0.38	0.12	-0.32	-0.15	-0.04	0.43	-0.47	-0.03	-0.36	0.38	-0.43	0.06	0.2	-0.22	0.14	0.08	-0.34	0.01	-0.22	0.28	-0.03	-0.18	-0.42	-0.06	-0.58	-0.06	-0.23	0.01	-0.3	-0.04	-0.2	-0.51	0.04	-0.12	0.52	-0.36	-0.51	-0.04	-0.07	-0.06	-0.34	-0.04	-0.15	-0.23		-0.29	-0.09	-0.12	-0.1	0.14	0.34	0.08	-0.17	0.36	0.14	0.18	-0.04	0.58	-0.89	-0.15	-0.76	-0.69	0.34	0.32	0.93	0.29	-0.06	0.08	0.42	0.48	0.21	0.77	0.34
S000000444	0.3	0.5	0.34	0.03	-0.18	0.01	-0.23	0.45	-0.22	0.41	-0.45	0.23	0.03	-0.17	0.21	-0.17	-0.36	0.11	-0.64	-0.81	-0.71	0.54	-0.06	-0.34	-0.45	-0.49	-0.14	-1.43	-0.43	-0.38	-0.94	-0.32	-0.47	-0.17	-0.29	-0.89	-0.67	-0.3	-0.34	-0.38	0.18	0.01	-0.03	0.31	-0.3	-0.4	-0.09	0.08		-0.49	-1.12	-1.03	-0.97	0.28	-0.27	-0.27	-0.2	0.32	0.77	0.07	0.25	0.18	0.34	0.34	-0.54	-0.79	-0.32	-0.36	0.08	0.62	0.57	0.23	-0.2	1.41	0.01	-0.14	-0.54	0.14	0.23
S000000054	-0.03	-0.25	0.43	0.08	0.15	0.12	0.08	0.3	0.46	0.08	0.89	0.53	0.1	0.1	0.43	0.52	-0.15	0.15	-0.89	-0.2	-0.38	0.03	-0.01	-0.38	-0.3	-0.15	-0.22	-0.25	-0.42	-0.14	-0.49	-0.29	-0.04	-0.03	0.08	-0.47	-0.71	-0.15	0.03	-0.22	0.04		-0.38	0.06	-0.18	-0.18	-0.94	0.15	-0.07	0.04	-0.56	-0.74	-0.51	0.03		-0.1	0.12	0.54	0.99	-0.07	0.3	0.5	0.55	0.67	-0.69	-0.74	-0.76	-0.69	-0.12	0.12	1.14	-0.12	0.04	0.3	0.2	0.04	-0.2	0.03	-0.1
S000001454	-0.36	-0.12	-0.6	-0.38	-0.54	0.14	-0.47	-0.36	-0.29	0.31	-0.45	-0.34	-0.22	-0.45	-0.56	-0.3	-0.15	-0.12	0.3	0.54	0.26	-0.07	-0.14	-0.29	-0.1	0.06	-0.1	0.18	0.26	0.33	-0.01	0.52	0.23	0.16	-0.18	-0.03	-0.3	-0.17	-0.18	-0.1	-0.42	-0.25	-0.34	0.23	-0.07	-0.4	-0.23	-0.25	-0.56	-0.47	-0.38	-0.04	0.44	-0.09	0.23	0.23	-0.3	-0.3	0.1	0.77	0.58	0.54	0.12	0.43	-0.47	-0.34	-0.4	0.08	-0.2	0.38	0.78	0.92	-0.23	-0.36	-0.27	-0.3	-0.42	0.06	-0.79
S000001416	-0.14	-0.2	0.32	-0.15	-0.14	-0.51	-0.09	-0.36	-0.15	-0.34	-0.18	-0.14	-0.29	-0.62	-0.12	-0.32	0.03	-0.18	0.91	0.07	-0.36	-0.56	-0.51	-0.62	-0.58	-0.29	-0.09	-0.27	-0.43	-0.27	-0.01	-0.25	-0.2	-0.12	-0.09	-0.06	0.28	0.08	0.37	0.45	-0.3	-0.03	0.08	-0.27	0.19	0.1	0.19	-0.42	-0.47	-0.92	-0.45	-0.3	-0.51	-0.14	-0.03	-0.03	-0.15	-0.38	0.04	0.93	0.14	0.41	0.66	0.52	-0.14	-0.43	-0.2	-0.06	0.38	0.37	0.46	1.74	-0.38	-0.32	0.1	-0.54	-0.4	0.08	0.07
S000001415	-0.04	-0.09	0.03	-0.06	0.06	-0.49	0.16	-0.25	-0.17	-0.18	-0.17	-0.2	0.06	-0.51	-0.17	-0.3	0.04	-0.27	0.18	-0.2	-0.29	-0.38	-0.54	-0.4	-0.45	-0.15	0.03	-0.03	-0.32	0.15	0.06	0.07	0.15	0.08	0.1	0.06	0.44	0.38	0.41	0.33	-0.23	0.12	0.21	-0.76	0.08	-0.04	-0.54	-0.4	-0.92	-1.22	-0.34	0.11	-0.89	-0.14	0.14	-0.06	-0.4	-1.06	0.49	1.01	0.61	0.55	0.86	0.31	-0.06	-0.2	0.07	-0.12	0.38	0.93	0.59	0.33	-0.69	-0.58	-0.45	-0.43	-0.43	-0.36	-0.36
S000002844	-0.54	0.38	-0.07	-0.2	-0.81	-0.12	-0.62	-0.14	-0.03	0.23	0.32	-0.12	-0.1	-0.64	-0.6	-0.1	-0.3	-0.04	0.96	0.2	-0.32	-0.15	-0.17	-0.3	-0.12	0.24	0.23	0.16	0.25	0.37	0.58	0.52	-0.56	-0.15	-0.18	-0.18	-0.04	0.14	0.07	0.18	0.68	-0.18	0.08	0.81	0.19	0.1	0.19	0.01	-0.32	-0.42	-0.45	-0.79	-0.6	0.01	0.23	-0.17	0.34	0.8	0.54	1.07	1.04	0.55	0.2	0.18	-0.43	-0.4	0.1	0.07	0.1	0.41	0.56	1.14	-0.17	-0.22	-0.47	-0.36	-0.42	0.31	0.53
S000001232	-0.25	-0.04	0.03	0.19	-0.3	-0.38	-0.58		-0.3	-0.23	-0.3	0.03	-0.06	-0.34	-0.2	-0.07	-0.42	-0.17	0.91	0.01	0.23	-0.04	-0.27		0.07	-0.07	-0.01	0.18	0.18	0.14	0.1	0.29	-0.36	-0.17	-0.47	-0.18	-0.22	-0.14	0.32	0.29	-0.12	-0.15	-0.32	0.59	0.19	0.1	-0.04	-0.2	0.34	0.16	-0.18	-0.06	0.01	-0.07	-0.17	0.44	0.99	0.52	0.25	0.77	0.42	0.53	0.34	0.49	-0.71	-0.86	0.11	-0.38	-0.1	0.48	0.5	0.77	-0.3	-0.25	-0.18	-0.29	-0.4	0.07	0.19
S000000011	-0.32	-0.15	0.03	-0.29	-0.23	-0.09	0.07	0.04	0.1	0.1	0.31	0.41	-0.2	-0.09	0.08	0.61	-0.22	0.28	0.63	-0.18	-0.3	0.19	-0.04	-0.27	-0.04	0.16	-0.06	-0.06	-0.38	-0.01	-0.27	0.03	-0.04	0.52	0.08	0.15	0.52	-0.09	0.33	-0.14	0.03		0.2	0.58	0.4	-0.18	-0.94	0.26	-0.42	-0.58	-0.67	-0.3	-0.58	0.11	-0.64	0.08	0.48	0.29	0.61	1.01	0.56	1.04	0.57	0.51	-0.1	-0.67	-0.09	-0.64	0.31	0.73	0.7	0.86	-0.76	-0.29	-0.09	-0.74	-0.64	0.21	-0.1
